,title,release_date,worldwide_box_office,international_box_office,domestic_box_office
22001,La vie promise-2004-03-05,2004-03-05,,,"39157,00"
22002,The Reckoning-2004-03-05,2004-03-05,,,"256620,00"
22003,Gegen die Wand-2004-01-21,2004-01-21,"14060854,00","13625459,00","435395,00"
22004,MC5: A True Testimonial-2004-03-05,2004-03-05,"10888,00","2241,00","8647,00"
22005,"Love, Sex and Eating the Bones-2004-03-05",2004-03-05,,,"116869,00"
22006,Red Trousers - The Life of the Hong Kong Stuntmen-2004-03-05,2004-03-05,,,
22007,Starsky & Hutch-2004-03-05,2004-03-05,"170200225,00","82000000,00","88200225,00"
22008,James' Journey to Jerusalem-2004-03-05,2004-03-05,"232445,00","168677,00","63768,00"
22009,Carlos Castaneda: Enigma of a Sorcerer-2004-03-05,2004-03-05,"97447,00","809,00","96638,00"
22010,Twisted-2004-02-27,2004-02-27,"40119848,00","14924798,00","25195050,00"
22011,Risk/Reward-2004-02-27,2004-02-27,,,"2517,00"
22012,Lana's Rain-2004-02-27,2004-02-27,,,"44287,00"
22013,Greendale-2004-02-27,2004-02-27,,,"251862,00"
22014,Hidalgo-2004-03-05,2004-03-05,"108086731,00","40800000,00","67286731,00"
22015,Dirty Dancing Havana Nights-2004-02-27,2004-02-27,"14263299,00","123084,00","14140215,00"
22016,Decoys-2004-02-27,2004-02-27,"96760,00","12027,00","84733,00"
22017,What Boys Like-2004-02-27,2004-02-27,,,"955,00"
22018,Alila-2004-02-27,2004-02-27,,,"48493,00"
22019,A Cold Summer-2004-02-26,2004-02-26,"3698,00","3698,00",
22020,Club Dread-2004-02-27,2004-02-27,"7573551,00","2571896,00","5001655,00"
22021,The Body-2001-04-20,2001-04-20,,,"33565,00"
22022,All the Real Girls-2003-02-14,2003-02-14,"703020,00","153354,00","549666,00"
22023,ÃƒÂ  la folie... pas du tout-2003-02-14,2003-02-14,,,"1009827,00"
22024,Daredevil-2003-02-14,2003-02-14,"182782518,00","80239000,00","102543518,00"
22025,Stone Reader-2003-02-12,2003-02-12,,,"257616,00"
22026,Zus & Zo-2003-02-07,2003-02-07,,,"49468,00"
22027,Ocean Wonderland-2003-02-11,2003-02-11,"25977417,00","25977417,00",
22028,Shanghai Knights-2003-02-07,2003-02-07,"88316835,00","27846615,00","60470220,00"
22029,Kedma-2003-02-07,2003-02-07,,,"8963,00"
22030,Confessions of a Burning Man-2004-02-27,2004-02-27,,,
22031,Comment Ma Mere Accoucha de Moi Durant-2003-02-07,2003-02-07,,,"300000,00"
22032,May-2003-02-07,2003-02-07,"634803,00","489263,00","145540,00"
22033,How to Lose a Guy in 10 Days-2003-02-07,2003-02-07,"178503788,00","72696268,00","105807520,00"
22034,Bungalow-2003-02-06,2003-02-06,,,
22035,Deliver Us From Eva-2003-02-07,2003-02-07,,,"17573594,00"
22036,The Recruit-2003-01-31,2003-01-31,"101174440,00","48389744,00","52784696,00"
22037,Lost in La Mancha-2003-01-31,2003-01-31,"2440345,00","1705831,00","734514,00"
22038,"L'Chayim, Comrade Stalin!-2003-01-31",2003-01-31,,,"3480,00"
22039,The R.M.-2003-01-31,2003-01-31,,,"1111615,00"
22040,Khushi-2003-01-31,2003-01-31,,,"305205,00"
22041,The Guru-2003-01-31,2003-01-31,"24150550,00","21099329,00","3051221,00"
22042,Irreversible-2003-03-07,2003-03-07,"8133256,00","7341056,00","792200,00"
22043,Final Destination 2-2003-01-31,2003-01-31,"90396664,00","43500000,00","46896664,00"
22044,Chaos-2003-01-31,2003-01-31,,,"204274,00"
22045,Biker Boyz-2003-01-31,2003-01-31,"22105310,00","197276,00","21908034,00"
22046,Keulraesik-2003-01-30,2003-01-30,,,
22047,Human Traffic-2000-05-05,2000-05-05,"5422740,00","5318483,00","104257,00"
22048,Classic-2003-01-30,2003-01-30,"122127,00","122127,00",
22049,Divine Trash-2000-05-05,2000-05-05,,,"39842,00"
22050,Chal Mere Bhai-2000-05-05,2000-05-05,,,"199227,00"
22051,The Basket-2000-05-05,2000-05-05,,,"609042,00"
22052,Where the Heart Is-2000-04-28,2000-04-28,"40862054,00","7090880,00","33771174,00"
22053,The Idiots-2000-04-28,2000-04-28,"10576,00","3341,00","7235,00"
22054,Gladiator-2000-05-05,2000-05-05,"456435588,00","268751783,00","187683805,00"
22055,Time Code-2000-04-28,2000-04-28,,,"1057750,00"
22056,Adorenarin doraibu-2000-05-05,2000-05-05,,,"77313,00"
22057,Committed-2000-04-28,2000-04-28,,,"31844,00"
22058,Frequency-2000-04-28,2000-04-28,"68079671,00","23095967,00","44983704,00"
22059,The Flintstones in Viva Rock Vegas-2000-04-28,2000-04-28,"59431365,00","24200000,00","35231365,00"
22060,Bossa Nova-2000-04-28,2000-04-28,,,"1816792,00"
22061,The Big Kahuna-2000-04-28,2000-04-28,"3713451,00","563344,00","3150107,00"
22062,U-571-2000-04-21,2000-04-21,"127630030,00","50544000,00","77086030,00"
22063,La petite vendeuse de soleil-2000-04-26,2000-04-26,,,
22064,Seven Girlfriends-2000-04-21,2000-04-21,,,
22065,The Virgin Suicides-2000-04-21,2000-04-21,"10619770,00","5760295,00","4859475,00"
22066,Knockin' on Heaven's Door-2000-04-21,2000-04-21,,,"3296,00"
22067,Gossip-2000-04-21,2000-04-21,"12591270,00","7482450,00","5108820,00"
22068,Time Out-2002-03-29,2002-03-29,,,"448375,00"
22069,The Last September-2000-04-21,2000-04-21,,,"469974,00"
22070,Panic Room-2002-03-29,2002-03-29,"196308367,00","101000000,00","95308367,00"
22071,No Such Thing-2002-03-29,2002-03-29,,,"60006,00"
22072,The Rookie-2002-03-29,2002-03-29,"80491516,00","4891444,00","75600072,00"
22073,Drift-2002-03-29,2002-03-29,,,"41320,00"
22074,Love & Basketball-2000-04-21,2000-04-21,"27709625,00","268503,00","27441122,00"
22075,Clockstoppers-2002-03-29,2002-03-29,"38788828,00","1803327,00","36985501,00"
22076,Death to Smoochy-2002-03-29,2002-03-29,"8374062,00","18247,00","8355815,00"
22077,Sorority Boys-2002-03-22,2002-03-22,"12516222,00","2317456,00","10198766,00"
22078,Stolen Summer-2002-03-22,2002-03-22,,,"119841,00"
22079,Son of the Bride-2002-03-22,2002-03-22,"830665,00","206512,00","624153,00"
22080,Blade 2-2002-03-22,2002-03-22,"154338601,00","72661713,00","81676888,00"
22081,Margarita Happy Hour-2002-03-22,2002-03-22,,,"10668,00"
22082,Teddy Bears' Picnic-2002-03-29,2002-03-29,,,"28043,00"
22083,Y Tu MamÃƒÂ¡ TambiÃƒÂ©n-2002-03-15,2002-03-15,"33649881,00","20000000,00","13649881,00"
22084,Resident Evil-2002-03-15,2002-03-15,"103787401,00","63667692,00","40119709,00"
22085,Yellow Asphalt-2002-03-15,2002-03-15,,,"8172,00"
22086,Promises-2002-03-15,2002-03-15,,,"243769,00"
22087,Showtime-2002-03-15,2002-03-15,"78948765,00","41000000,00","37948765,00"
22088,Ice Age-2002-03-15,2002-03-15,"386116343,00","209728938,00","176387405,00"
22089,The Tenants-2006-02-03,2006-02-03,,,"2010,00"
22090,The Tollbooth-2006-02-03,2006-02-03,,,"4526,00"
22091,Suits on the Loose-2006-02-03,2006-02-03,,,"79470,00"
22092,Pauline and Paulette-2002-03-15,2002-03-15,,,"139493,00"
22093,FAQs-2006-02-03,2006-02-03,,,"1407,00"
22094,Something New-2006-02-03,2006-02-03,"11483669,00","15101,00","11468568,00"
22095,Blossoms of Fire-2006-02-03,2006-02-03,,,"2390,00"
22096,La Petite JÃƒÂ©rusalem-2006-01-27,2006-01-27,,,"53580,00"
22097,Tristram Shandy: A Cock and Bull Story-2006-01-27,2006-01-27,"3061763,00","1808350,00","1253413,00"
22098,Rang De Basanti-2006-01-27,2006-01-27,"29197694,00","27000000,00","2197694,00"
22099,Tamara-2006-02-03,2006-02-03,,,"206871,00"
22100,Nanny McPhee-2006-01-27,2006-01-27,"128745578,00","81466299,00","47279279,00"
22101,Live Freaky! Die Freaky!-2006-01-27,2006-01-27,,,"11290,00"
22102,Roving Mars-2006-01-27,2006-01-27,"11248978,00","841000,00","10407978,00"
22103,Imagine Me & You-2006-01-27,2006-01-27,"3129471,00","2457228,00","672243,00"
22104,Big Momma's House 2-2006-01-27,2006-01-27,"137047376,00","66881404,00","70165972,00"
22105,Manderlay-2006-01-27,2006-01-27,"543306,00","469101,00","74205,00"
22106,Bubble-2006-01-27,2006-01-27,,,"145382,00"
22107,Annapolis-2006-01-27,2006-01-27,"17224992,00","97000,00","17127992,00"
22108,Zinda-2006-01-20,2006-01-20,,,"332491,00"
22109,The Breed-2007-01-05,2007-01-05,"1888604,00","1888604,00",
22110,Swimming Upstream-2005-02-04,2005-02-04,,,"47171,00"
22111,Shabd-2005-02-04,2005-02-04,"27951,00","27951,00",
22112,Rory O'Shea Was Here-2005-02-04,2005-02-04,"1471229,00","1447385,00","23844,00"
22113,Nobody Knows-2005-02-04,2005-02-04,"2291229,00","1607654,00","683575,00"
22114,Emile-2005-02-04,2005-02-04,,,"4626,00"
22115,Sons of Provo-2005-02-04,2005-02-04,,,"120488,00"
22116,Daybreak-2005-02-04,2005-02-04,,,"6355,00"
22117,The Nomi Song-2005-02-04,2005-02-04,,,"74216,00"
22118,Black-2005-02-04,2005-02-04,"1327328,00","572509,00","754819,00"
22119,Assisted Living-2005-02-04,2005-02-04,,,"49048,00"
22120,Sharks 3D-2005-01-28,2005-01-28,"14000000,00","5500000,00","8500000,00"
22121,Boogeyman-2005-02-04,2005-02-04,"67192859,00","20440477,00","46752382,00"
22122,"Peace, Propaganda and the Promised Land-2005-01-28",2005-01-28,,,"4930,00"
22123,The Painting-2005-01-28,2005-01-28,,,"15141,00"
22124,Hide and Seek-2005-01-28,2005-01-28,"123696741,00","72596255,00","51100486,00"
22125,Indigo-2005-01-28,2005-01-28,,,"1190000,00"
22126,Fear X-2005-01-28,2005-01-28,,,
22127,Aliens of the Deep-2005-01-28,2005-01-28,"12765684,00","3797000,00","8968684,00"
22128,Alone in the Dark-2005-01-28,2005-01-28,"10588079,00","5409510,00","5178569,00"
22129,Beautiful Creatures-2001-04-06,2001-04-06,"468047,00","412666,00","55381,00"
22130,When Zachary Beaver Came to Town-2005-01-21,2005-01-21,,,
22131,Blow-2001-04-06,2001-04-06,"83282296,00","30291521,00","52990775,00"
22132,El abrazo partido-2005-01-28,2005-01-28,"1717243,00","1527407,00","189836,00"
22133,All Access: Front Row. Backstage. Live!-2001-04-06,2001-04-06,,,"995122,00"
22134,Tomcats-2001-03-30,2001-03-30,,,"13558739,00"
22135,Spy Kids-2001-03-30,2001-03-30,"197692062,00","85000000,00","112692062,00"
22136,The Tailor of Panama-2001-03-30,2001-03-30,"27491653,00","14000000,00","13491653,00"
22137,Keep the River on the Right-2001-03-30,2001-03-30,,,"348507,00"
22138,Someone Like You-2001-03-30,2001-03-30,"38684906,00","11346873,00","27338033,00"
22139,Along Came a Spider-2001-04-06,2001-04-06,"105159085,00","31100387,00","74058698,00"
22140,Fascination-2005-01-28,2005-01-28,"83356,00","66686,00","16670,00"
22141,Too Much Sleep-2001-03-23,2001-03-23,,,"37831,00"
22142,Amores Perros-2001-03-30,2001-03-30,"20883834,00","15500000,00","5383834,00"
22143,Faat Kine-2001-03-28,2001-03-28,,,"28575,00"
22144,Say It Isn't So-2001-03-23,2001-03-23,,,"5516708,00"
22145,Butterfly-2001-03-30,2001-03-30,,,"2161,00"
22146,Rembrandt-2001-03-23,2001-03-23,,,"12419,00"
22147,Lauzon Lauzone-2001-03-23,2001-03-23,,,"848,00"
22148,Meilleur Espoir Feminin-2001-03-23,2001-03-23,,,"13650,00"
22149,Heartbreakers-2001-03-23,2001-03-23,"57753825,00","17419801,00","40334024,00"
22150,Memento-2001-03-16,2001-03-16,"39719431,00","14174564,00","25544867,00"
22151,The Brothers-2001-03-23,2001-03-23,"27958191,00","500782,00","27457409,00"
22152,Journey into Amazing Caves-2001-03-16,2001-03-16,,,
22153,Welcome to Mooseport-2004-02-20,2004-02-20,"14494770,00","25342,00","14469428,00"
22154,Exit Wounds-2001-03-16,2001-03-16,"79958599,00","28200000,00","51758599,00"
22155,Gabriela-2001-03-16,2001-03-16,,,"2335352,00"
22156,Lost Boys of Sudan-2004-02-20,2004-02-20,,,"182839,00"
22157,Effroyables Jardins-2004-02-20,2004-02-20,,,"78668,00"
22158,Kitchen Stories-2004-02-20,2004-02-20,"2406347,00","2057032,00","349315,00"
22159,Duze zwierze-2004-02-20,2004-02-20,,,"3733,00"
22160,Eurotrip-2004-02-20,2004-02-20,"20718223,00","3000000,00","17718223,00"
22161,Crying Ladies-2004-02-20,2004-02-20,"154877,00","21957,00","132920,00"
22162,Confessions of a Teenage Drama Queen-2004-02-20,2004-02-20,"33118854,00","3787786,00","29331068,00"
22163,Jack Paradise-2004-02-20,2004-02-20,,,"79974,00"
22164,The Blue Butterfly-2004-02-20,2004-02-20,,,"1610194,00"
22165,Against the Ropes-2004-02-20,2004-02-20,"6429865,00","548361,00","5881504,00"
22166,The Best Two Years-2004-02-20,2004-02-20,,,"1163450,00"
22167,One Perfect Day-2004-02-19,2004-02-19,"341210,00","341210,00",
22168,Coral Reef Adventure-2004-02-19,2004-02-19,"63262,00","63262,00",
22169,Abouna-2004-02-20,2004-02-20,,,"2350,00"
22170,Robot Stories-2004-02-13,2004-02-13,,,"131451,00"
22171,The Passion of the Christ-2004-02-25,2004-02-25,"622313635,00","251530705,00","370782930,00"
22172,The Seagull's Laughter-2004-02-13,2004-02-13,"90439,00","17912,00","72527,00"
22173,Monsieur Ibrahim-2004-02-13,2004-02-13,"9563567,00","6739202,00","2824365,00"
22174,Dans l'oeil Du Chat-2004-02-13,2004-02-13,,,"155714,00"
22175,La mentale-2004-02-13,2004-02-13,"13152,00","310,00","12842,00"
22176,Highwaymen-2004-02-13,2004-02-13,"386941,00","19914,00","367027,00"
22177,Love Object-2004-02-13,2004-02-13,,,"6028,00"
22178,Super Sucker-2003-01-24,2003-01-24,,,"137650,00"
22179,Im Toten Winkel - Hitlers SekretÃƒÂ¤rin-2003-01-24,2003-01-24,,,"376886,00"
22180,In the Mirror of Maya Deren-2003-01-24,2003-01-24,,,"6015,00"
22181,Incantato-2003-09-24,2003-09-24,,,"22758,00"
22182,Dil Ka Rishta-2003-01-24,2003-01-24,,,"345649,00"
22183,Darkness Falls-2003-01-24,2003-01-24,"47289758,00","14750077,00","32539681,00"
22184,Amen-2003-01-24,2003-01-24,,,"274299,00"
22185,P.S. Your Cat is Dead-2003-01-17,2003-01-17,,,"27823,00"
22186,Breaking Free-2003-01-24,2003-01-24,,,
22187,Kira's Reason: A Love Story-2003-01-17,2003-01-17,,,"4488,00"
22188,Dum-2003-01-24,2003-01-24,,,"101000,00"
22189,A Guy Thing-2003-01-17,2003-01-17,"17430594,00","1886732,00","15543862,00"
22190,National Security-2003-01-17,2003-01-17,"54599300,00","18310349,00","36288951,00"
22191,Kangaroo Jack-2003-01-17,2003-01-17,"90558582,00","23835366,00","66723216,00"
22192,Divine Intervention-2003-01-17,2003-01-17,"592324,00","171137,00","421187,00"
22193,Da wan-2003-01-17,2003-01-17,,,"646,00"
22194,The Son-2003-01-10,2003-01-10,"3254009,00","3183975,00","70034,00"
22195,The Settlers-2003-01-15,2003-01-15,,,"10592,00"
22196,The Slaughter Rule-2003-01-10,2003-01-10,,,"13134,00"
22197,Just Married-2003-01-10,2003-01-10,"101564935,00","45437773,00","56127162,00"
22198,7th Street-2003-01-17,2003-01-17,,,"15629,00"
22199,From the Edge of the City-2000-04-21,2000-04-21,,,"31065,00"
22200,To End All Wars-2003-01.01,2003-01.01,,,
22201,Cidade de Deus-2003-01-17,2003-01-17,"32059295,00","24495898,00","7563397,00"
22202,Don't Let Me Die on a Sunday-2000-04-21,2000-04-21,,,"10471,00"
22203,La otra conquista-2000-04-19,2000-04-19,,,"886410,00"
22204,Family Tree-2000-04-21,2000-04-21,,,"12466,00"
22205,Third World Cop-2000-04-14,2000-04-14,,,"42327,00"
22206,Croupier-2000-04-21,2000-04-21,"7071143,00","870000,00","6201143,00"
22207,Set Me Free-2000-04-14,2000-04-14,,,"199086,00"
22208,Keeping the Faith-2000-04-14,2000-04-14,"45336404,00","8300000,00","37036404,00"
22209,Where the Money Is-2000-04-14,2000-04-14,,,"5658940,00"
22210,Gang-2000-04-14,2000-04-14,,,"28915,00"
22211,Eve-2000-04-14,2000-04-14,,,"6381,00"
22212,East is East-2000-04-14,2000-04-14,"30438635,00","26267988,00","4170647,00"
22213,The Girl Next Door-2000-04-14,2000-04-14,,,"769472,00"
22214,American Psycho-2000-04-14,2000-04-14,"34270285,00","19200000,00","15070285,00"
22215,Hadh Kar Di Aapne-2000-04-14,2000-04-14,,,"76057,00"
22216,Alien Adventure-2000-04-14,2000-04-14,"20427678,00","15410295,00","5017383,00"
22217,Shigatsu monogatari-2000-04-08,2000-04-08,"33352,00","33352,00",
22218,28 Days-2000-04-14,2000-04-14,"62063972,00","25028457,00","37035515,00"
22219,Southpaw-2000-04-07,2000-04-07,,,"26822,00"
22220,Rules of Engagement-2000-04-07,2000-04-07,"71719931,00","10397073,00","61322858,00"
22221,This is not an Exit: The Fictional World of Bret Easton Ellis-2000-04-07,2000-04-07,,,"869,00"
22222,The Specialist-2000-04-07,2000-04-07,,,"20021,00"
22223,Kissing Jessica Stein-2002-03-13,2002-03-13,"9345061,00","2319339,00","7025722,00"
22224,The Wetonkawa Flash-2002-03-08,2002-03-08,,,"5030,00"
22225,The Time Machine-2002-03-08,2002-03-08,"98983590,00","42298771,00","56684819,00"
22226,Festival in Cannes-2002-03-08,2002-03-08,,,"298971,00"
22227,Harrison's Flowers-2002-03-15,2002-03-15,,,"1843570,00"
22228,Men with Brooms-2002-03-08,2002-03-08,,,"4239767,00"
22229,All About the Benjamins-2002-03-08,2002-03-08,"25873145,00","390214,00","25482931,00"
22230,We Were Soldiers-2002-03-01,2002-03-01,"114658262,00","36538066,00","78120196,00"
22231,Gentleman Bandit-2002-03-01,2002-03-01,,,"1663,00"
22232,Esther Kahn-2002-03-01,2002-03-01,,,"9033,00"
22233,The Calling-2002-03-01,2002-03-01,,,"32092,00"
22234,Wendigo-2002-03-01,2002-03-01,,,"99958,00"
22235,Borstal Boy-2002-03-01,2002-03-01,,,"87074,00"
22236,Ram Dass-2002-03-01,2002-03-01,,,"236103,00"
22237,Sex with Strangers-2002-02-22,2002-02-22,,,"247740,00"
22238,40 Days and 40 Nights-2002-03-01,2002-03-01,"95092667,00","57152885,00","37939782,00"
22239,Monsoon Wedding-2002-02-22,2002-02-22,"27025600,00","13148626,00","13876974,00"
22240,Mean Machine-2002-02-22,2002-02-22,,,"92723,00"
22241,How to Kill Your Neighbor's Dog-2002-02-22,2002-02-22,,,"48564,00"
22242,Dragonfly-2002-02-22,2002-02-22,"30317425,00","253620,00","30063805,00"
22243,Queen of the Damned-2002-02-22,2002-02-22,,,"30307804,00"
22244,Why We Fight-2006-01-20,2006-01-20,,,"1880863,00"
22245,The Cherry Orchard-2002-02-22,2002-02-22,,,"131188,00"
22246,Underworld: Evolution-2006-01-20,2006-01-20,"113417762,00","51098887,00","62318875,00"
22247,Transamerica-2006-12-02,2006-12-02,"16553163,00","7537860,00","9015303,00"
22248,Looking for Comedy in the Muslim World-2006-01-20,2006-01-20,,,"887416,00"
22249,Pizza-2006-01-20,2006-01-20,,,"4059,00"
22250,The Real Dirt on Farmer John-2006-01-20,2006-01-20,"72583,00","38285,00","34298,00"
22251,End of the Spear-2006-01-20,2006-01-20,"11924041,00","175380,00","11748661,00"
22252,Dirty-2006-01-20,2006-01-20,,,"271078,00"
22253,Chaos-2006-01-18,2006-01-18,,,
22254,That Man: Peter Berlin-2006-01-13,2006-01-13,,,"55398,00"
22255,Quand la mer monte...-2006-01-13,2006-01-13,,,"24038,00"
22256,Tristan & Isolde-2006-01-13,2006-01-13,"17455613,00","2720980,00","14734633,00"
22257,Last Holiday-2006-01-13,2006-01-13,"43343247,00","4943286,00","38399961,00"
22258,Hoodwinked-2006-12-16,2006-12-16,"109843390,00","58456779,00","51386611,00"
22259,Henri Cartier-Bresson - Biographie eines Blicks-2006-01-13,2006-01-13,,,"25347,00"
22260,Glory Road-2006-01-13,2006-01-13,"42799060,00","151611,00","42647449,00"
22261,Film Geek-2006-01-13,2006-01-13,,,"17341,00"
22262,Kill the Poor-2006-01-06,2006-01-06,,,
22263,Hostel-2006-01-06,2006-01-06,"82241110,00","34914637,00","47326473,00"
22264,Maryam-2002-02-22,2002-02-22,,,"129265,00"
22265,GrandmaÃ¢â‚¬â„¢s Boy-2006-01-06,2006-01-06,"6590172,00","500000,00","6090172,00"
22266,Fateless-2006-01-06,2006-01-06,,,"196857,00"
22267,April's Shower-2006-01-13,2006-01-13,,,"16255,00"
22268,Monsieur N.-2005-01-21,2005-01-21,,,"37757,00"
22269,Watermarks-2005-01-21,2005-01-21,,,"245845,00"
22270,SheÃ¢â‚¬â„¢s One of Us-2005-01-21,2005-01-21,,,"996,00"
22271,Innocence and Experience: The Making of Ã¢â‚¬ËœThe Age of InnocenceÃ¢â‚¬â„¢-2005-01-21,2005-01-21,,,"3845,00"
22272,Gory Gory Hallelujah-2005-01-21,2005-01-21,,,"12604,00"
22273,Beautiful Boxer-2005-01-21,2005-01-21,,,"133920,00"
22274,Kisna-2005-01-21,2005-01-21,"177936,00","30936,00","147000,00"
22275,With God on Our Side-2005-01-19,2005-01-19,,,"1806,00"
22276,Are We There Yet?-2005-01-21,2005-01-21,"98114471,00","15440073,00","82674398,00"
22277,Assault On Precinct 13-2005-01-19,2005-01-19,"36040895,00","16000000,00","20040895,00"
22278,Machuca-2005-01-19,2005-01-19,,,"26676,00"
22279,Saraband-2005-07-08,2005-07-08,"975181,00","329547,00","645634,00"
22280,Elaan-2005-01-14,2005-01-14,"9329,00","9329,00",
22281,Coach Carter-2005-01-14,2005-01-14,"76665507,00","9400630,00","67264877,00"
22282,AppurushÃƒÂ®do-2005-01-14,2005-01-14,"141928,00","12793,00","129135,00"
22283,Agata e la tempesta-2005-01-14,2005-01-14,"72688,00","72688,00",
22284,White Noise-2005-01-07,2005-01-07,"92094360,00","36000000,00","56094360,00"
22285,Solitude-2005-01-07,2005-01-07,,,"6260,00"
22286,Elektra-2005-01-14,2005-01-14,"56824633,00","32414911,00","24409722,00"
22287,Travellers and Magicians-2005-01-07,2005-01-07,"1322161,00","815368,00","506793,00"
22288,Racing Stripes-2005-01-14,2005-01-14,"89809433,00","40036911,00","49772522,00"
22289,Enemy at the Gates-2001-03-16,2001-03-16,"96971293,00","45574512,00","51396781,00"
22290,The Debut-2001-03-16,2001-03-16,,,"1743570,00"
22291,The Dish-2001-03-14,2001-03-14,"16252970,00","14000000,00","2252970,00"
22292,When Brandon Met Trudy-2001-03-09,2001-03-09,,,"132384,00"
22293,American Desi-2001-03-16,2001-03-16,"1366235,00","463400,00","902835,00"
22294,So Close to Paradise-2001-03-09,2001-03-09,,,"1446,00"
22295,La-Bas Mon Pays-2001-03-09,2001-03-09,,,"14848,00"
22296,Simon Magus-2001-03-09,2001-03-09,,,"38214,00"
